date,text,NumberLikes,NumberComments,NumberViews
2021-01-16,"Don’t be fooled by the simplicity of this Silky Steamed Eggs dish - it’s lightly savoury taste and delicately smooth texture makes for a homely dish that’s truly dynamic. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3ocpABQ,",722,8,0
2021-01-16,"Prefer noodles to rice? The Filipino noodle dish, Pancit Palabok, can help hit the spot. Plus, the best part about this tasty medley of noodles, shrimp, boiled eggs, and Chicharrones is how incredibly easy to assemble it. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagr https://bit.ly/39fWJpY,",446,3,0
2021-01-15,"Keep yourself warm and snug with a bowl of Danpatjuk. Thanks to how nutritious and, more importantly, delicious this sweet red bean porridge is, we won't be surprised when it becomes your next favourite comfort food. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2LFghvZ,",273,2,0
2021-01-15,"Beat the heat with Gok Wan’s Vietnamese Summer Roll. These refreshingly minty spring rolls are simple to prepare and extremely satisfying on a hot sunny day - making them one of the best express lunches out there. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3rX8aeD,",475,3,0
2021-01-14,"Love the creamy Dal? This Dal Tadka takes the dish to a whole new level. With the tempered lending a new dimension of intense flavours, it’s no surprise why this bowl of Tempered Pigeon Pea Lentils is one of the most popular Indian dishes. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3bECuoX,",399,1,0
2021-01-14,"Craving for something cold after a workout? This Mul-Naengmyeon can help with that. Thanks to the beef broth topped with pickled vegetables, this bowl of chilled buckwheat noodles is simply slurp-worthy. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/35xBJdh,",548,2,0
2021-01-13,"Trying to perfect the art of making these delicate Banh Cuon may be tricky, but fret not! Join Martin Yan as he learns from a family of experts on how to work with the thin, silky rice layer to create the perfect Steamed Rice Rolls in this episode of Everything Food with Martin Yan at link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2Lb6EVZ,",353,2,0
2021-01-13,"Savour the cosy taste of this juicy core of marinated chicken enclosed in a fluffy bun. Trust us. These cloud-like Steamed Chicken Buns will take you to cloud nine. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2KZf6Hu,",724,7,0
2021-01-12,"Sweater weather calls for a hearty and homey soup that’ll keep you feeling warm and snug - and this Soto Betawi recipe from Jakarta fits the bill. Tip: enjoy this beef soup with a side of kropek for the best results. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/39jlnWT,",643,15,0
2021-01-12,"Dive into the new year with a new variation of the malty beverage that took the Internet by storm - this Avocado Dalgona. Plus, this Instagram-worthy beverage is easy to prepare and healthy to boot. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram https //bit.ly/35r9NYk,",616,0,0
2021-01-11,"Crisp on the outside, juicy on the in - these ever-so-popular Pan Fried Dumplings make for the perfect snack! Serve them up with a dash of vinegar and ginger to enjoy the full experience. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foods https://bit.ly/3pMwMVG,",706,15,0
2021-01-11,"You don’t have to smell pictures to guess how aromatic this slurp-worthy bowl of Seafood Laksa by Chef Gok Wan can be. After all, the trio of lemongrass, galangal, and coriander does wonders for the dish. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram http://bit.ly/393PvoL,",437,3,0
2021-01-10,"Crunchy, refreshing, and absolutely delicious, you’ll enjoy this fuss-free and healthy Din Tai Fung-inspired Chilled Cucumber Salad recipe! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/355qjxh,",1381,11,0
2021-01-10,"This Beancurd Prawn Roll is another Dim Sum you have to try. Pairing these golden rolls of juicy shrimps wrapped in a crisp beancurd skin with a side of sweet mayonnaise is going to be your next favourite dish. Link in bio.
.
.
.#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3pJJyEn,",1047,8,0
2021-01-09,"Attaining the Food Made Good’s ‘Business of the Year’ Award calls for some thinking out of the box - which is what this year’s winner, SpiceBox, did. Read more about how they focused on health, wellness, and care for the environment, along with their zero-waste practices at link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3odtc6H,",385,1,0
2021-01-09,"Fancy a classic Filipino treat, but the thought of having chocolate for breakfast might be too much? This Ube Champorado is the perfect in-between! Swap out cocoa powder for ube, and you'll have a mellower alternative to this dish. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3hTV9hl,",489,6,0
2021-01-08,"Carrot juice in soup? Surprisingly, this strange addition makes all the difference and lends this Healthy Brothy Miso Carrot Kale Stew a naturally sweet taste. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2KX9iOR,",271,0,0
2021-01-08,"Leftover rice? They’re perfect for Gok Wan’s Nasi Goreng! Toss the day-old rice into the wok with eggs, kecap manis, along with a handful of simple ingredients, and you’ll have a savoury bowl of fried rice that’s brimming with seafood goodness. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3pRSIyS,",426,1,0
2021-01-07,"Fan of the savoury fried rice? You’re going to love this Cheesy Baked Tomato Fried Rice then. After all, what’s not to love about a fragrant rice dish tucked under a blanket of cheese! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3njTT8B,",470,1,0
2021-01-07,"Remember the candy with a sweet surprise in the middle? These Mala Bursting Meatballs are the fiery alternatives for thrill-seekers! These spice-coated meatballs reward those brave enough to eat them with an explosion of flavor in each meatball. Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3953zyo,",354,0,0
2021-01-06,"It's not every day you see a luxury dining experience incorporate eco-activism. But that's where Amber at The Landmark Mandarin Oriental comes in. Find out how this winner of the Food Made Good’s 'Environment' Award brings climate-friendly into the world of fine dining at link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/38Uo80E,",330,2,0
2021-01-06,"There’s more to a tasty bowl of Banh Canh than having the right noodles simmered in the right broth. Join Martin Yan as he unveils the secret to creating chewy and al dente Vietnamese Thick Noodle Soup in this episode of Everything Food with Martin Yan at link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3bbi5r6,",400,1,0
2021-01-05,"Simple, healthy, and oh-so-delicious, this aromatic Kanda Poha or Flattened Rice with Mustard Seed is the popular snack Maharashtrians serve their guests. Talk about putting your best food forward (link in bio)!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/351Ph0r,",216,0,0
2021-01-05,"New year, new family - and have we got the perfect one for you! If you’re looking for a group of like-minded people who love all things Asian food, join the Asian Food Network Super Community. P.S. we even host contests there from time to time (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram http://bit.ly/3mEDv1P,",293,9,0
2021-01-04,"Mashed potatoes and sauteed mushrooms are a match made in heaven, but combine them into a crispy Croquette? Now that’s plain perfection. It’s no wonder they’re such a popular snack in Goa! Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/34B7Loa,",317,0,0
2021-01-04,"Easily found in almost all Tze Char stalls around Asia, this Kang Kong Sambal Belacan is a quintessential must-try dish. Spice up your meals with a serving of this dish of crunchy water spinach, and you’re in for a good time (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/34Do1VX,",570,3,0
2021-01-03,"Making eating healthy part of your 2021 resolutions? Swap out the rice for broccoli, and you’ll have yourself a fragrant Tamarind Fish Curry with Broccoli Biryani that not only looks good but tastes great as well (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2KnZflM,",477,1,0
2021-01-03,"These fried-to-perfection Vegetable Pakora are a popular street snack from India, and for good reason! Dip these golden-brown morsels into a refreshing yogurt dip of diced cucumbers, coriander, and lemon juice for the perfect midday snack (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3mIR5Bt,",387,2,0
2021-01-02,"Start 2021 by tossing up your regular food roster with this Vietnamese Shrimps and Glass Noodles. Thanks to the calamansi juice and fresh herbs, this dish is a fantastic way to enjoy a fresh start to the new year (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3aCFGk4,",467,3,0
2021-01-02,"This Lotus Root Soup is the epitome of simple comfort. Trust us - a spoon of this fatty yet sweet and nutty bowl of soup on a cold rainy day is pure bliss (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3mLlmzz,",479,4,0
2021-01-01,"Pair this Chai Poh Neng or Pickled Radish Omelette with your rice or porridge, and you’ll know why this side dish is so well-received in South East Asia! Spoiler alert: It’s an eggcellent dish (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2JilsB8,",236,0,0
2021-01-01,"Marinate a generous serving of chicken chunks overnight in a blend of classic Indonesian spices, and you’ll be rewarded with an incredibly savoury Ayam Bumu Gurih that’s finger-licking good (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3aA7fe3,",403,1,0
2020-12-31,"A healthy dessert may sound like an oxymoron, but this Sweet Black Sesame Soup is one of the many existing proves that they exist! Tuck into this traditional tasty, creamy dessert that’s rumoured to be good for your hair and kidney (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3apeyVI,",241,2,0
2020-12-31,"If healthy eating is on your list of resolutions for 2021, this Teriyaki Salmon can help with that. This quick and simple dish is a fuss-free way to get your Omega-3 and protein fix.

Achieve that resolution with @fitthreesg's menu. Enjoy a 10% off their meals when you register at our website and order more than 5 meals with them a week.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2J5Gh2E,",441,0,0
2020-12-30,"Tender, fall-off-the-bone chicken, simmered in garlic, soy sauce, chillies, and bay leaves? It's no surprise why the Chicken Adobo is possibly one of the most popular Filipino dishes (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3p8Emtz,",445,3,0
2020-12-30,"There’s no better way to celebrate the holiday season than with a home-cooked festive feast - and if you’re looking to tie in some healthier alternatives, these recipes made with Dona Elena Olive Oil can surely help with that (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2KQ9SNM,",372,2,0
2020-12-29,"Swap the greasy and unhealthy impression you have of festive feasts with the help of this Cheddar Jalapeno Chicken Meatballs. These low-carb, healthy morsels make for the perfect guilt-free snacks your health-conscious guests can appreciate.

Head to @fitthreesg for more low-carb snacks. Register at our link in bio and order more than 5 meals with them to enjoy a 10% off their meals.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://asianfoodnetwork.com/,",262,0,0
2020-12-29,"Most popsicles are great to beat the heat with, but this Chicken Popsicles recipe is the perfect way to keep snug and warm in these cooling times. Warm, comforting, and healthy - it’s the epitome of wholesome comfort food (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2KBHWgN,",326,0,0
2020-12-28,"These Spiced Tuna Fishcakes with Thai Basil Stir Fry is your solution for low-carb party nibbles. Spice up any party with these easy-to-make, refreshing bites for the festive season (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/389VGay,",786,2,0
2020-12-28,"Meatless doesn’t have to mean tasteless, and FitThree’s vegetarian menu is here to show you how you can enjoy a holiday feast while still staying on a vegan diet.

Visit @fitthreesg for more meatless meals. Register at our link in bio and order more than 5 meals a week from them to enjoy a 10% off (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://asianfoodnetwork.com/,",366,2,0
2020-12-27,"Leftover rice will never be an Asian problem with the numerous recipes present for it!  Take a bite from these tidbits of history, culture, and of course, recipes for this quintessential Asian ingredient (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3nvkakW,",561,3,0
2020-12-27,"Join Michelle Chia as she relives her childhood days as she takes you through sunny Singapore to taste some of the most traditional Teochew Kuehs the bustling city has to offer in this episode of Hole in the Wall at our link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2KzUB3R,",350,2,0
2020-12-26,"Here’s your final chance to win some exclusive AFN merchandise when you sign up at our link in bio to take Anna Olson’s baking quiz! We can’t guarantee it’ll be a piece of cake, but we know you can do it!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3n85QP3,",250,3,0
2020-12-26,"What to do with the leftovers from your festive feasts? @thecharlottemei has a couple of delicious suggestions to turn yesterday’s scraps into today’s snacks (link in bio)!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/387VTLq,",321,0,0
2020-12-25,"Merry Christmas to one and all! 2020 may have kept us far from each other, but this Christmas, get up close and personal with our celebrity chefs and find out how they coped with the year’s challenges and how they’re making this festive season magical again (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/34izoCk,",475,1,0
2020-12-25,"For those pursuing the path of gluten and dairy-free diet, Christmas is filled with temptations all around. Fortunately,@ilisulaiman's Sweet Potato Cake with Coconut Drizzle cake serves as a merry welcome alternative to the festive feasts (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/38gUIsW,",264,0,0
2020-12-24,"We’ve been using the term ‘Noche Buena’ for quite some time, and did you know it stands for an evening of goodness? Read on to find out how the biggest feast in the Philippines came about, how it's observed, and some of the quintessential dishes at our link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3mufFWH,",214,1,0
2020-12-24,"@manilamatthias and Ninong Ry show you how to make an impressive Noche Buena dish with the humblest of ingredients with this Boneless Lechon Belly. Pair this highly popular dish with a savory liver sauce or a zesty Sinamak, and you’ll have a meal that caters to everyone (link in bio).

P.S. Ninong Ry will even show you how to dice onions as a bonus too!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3p0f3JV,",419,2,0
2020-12-23,"Winner winner chicken dinner? Cooking this Chicken Cordon Bleu recipe from @manilamatthias and Ninong Ry for Noche Buena will certainly make you feel like one - especially when you pair the crunchy chicken crust with a creamy cheesy dip (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2WqYTx8,",584,2,0
2020-12-23,"Craving for something that’s a little Western and a little Asian this Christmas? @ilisulaiman Hainanese Chicken Chop is the perfect in-between of your dreams. Serve up these crisp on the outside and juicy on the inside dish for a truly cozy festive feast (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/38bLkXQ,",394,1,0
2020-12-22,"Fancy a full-fledged Filipino feast for the festive season? Anton’s Christmas set menu got you covered from appetisers to desserts (link in bio)!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3gYCYa4,",511,2,0
2020-12-22,"If the bright yellow doesn’t catch your eyes, the taste of @antonamoncio's Cassava Cake surely will! This slightly sweet and salty treat is something you’ll enjoy, regardless if you celebrate Noche Buena or not (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3h8xslj,",288,2,0
2020-12-21,"With the feasts being a large part of Noche Buena celebrations, @antonamoncio is here with something for everyone. Enjoy the festivities with these three complete sets of dinner menus - regardless of your budget (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3p2wTfp,",300,2,0
2020-12-21,"If there’s a dish you should take a picture of before eating, this is it! These (almost) too cute to eat Tang Yuans or glutinous rice balls are perfect for this Winter Solstice Festival (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram #wintersolstice #dongzhi https://bit.ly/3oUtcZ4,",887,7,0
2020-12-20,"Now aren’t these Puto Bumbong a feast for the eyes? Traditionally cooked in a bamboo steamer, @antonamoncio is here to show you how to prepare these glutinous rice snacks for Noche Buena without one (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3gWDS6D,",836,7,0
2020-12-20,"Curious as to why this humble bowl of springy, chewy Yi Mian remains as a favourite supper snack among the locals of Taiwan’s food capital, Tainan?

Join Zi Yi in this episode of Hole in the Wall as she uncovers the secret behind this seriously slurp-worthy egg noodles at our link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3oXrzdh,",274,0,0
2020-12-19,"Treat yourself and indulge in your guilty pleasure - but If you need help figuring out what that is, we turned to the stars for guidance. Find out what your horoscope says about your guilty pleasure, and let us know how true is it for you (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3nsn8XC,",267,0,0
2020-12-19,"Need a Christmas menu that’s both quick to prepare and easily impress the guests? @sarahhuangbenjamin has just the thing! Breeze through her recipes, and you’ll be ready to wow your loved ones in no time (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3gWa7mq,",381,1,0
2020-12-18,"Going into the festive period on a keto-diet may sound like a chore without any grain of fun, but Janti is here with a keto-friendly menu that’ll ensure you won’t miss out on the festive joy (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/38eorTC,",283,1,0
2020-12-18,"Noche Buena is just around the corner, and @manilamatthias, aka the PHood Dude, is here to help you celebrate the night of goodness with these cost-effective yet delicious dishes (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3nFJe8Q,",405,3,0
2020-12-17,"If you’re thinking of giving your wallet a break after the 11.11, Black Friday, Cyber Monday, and 12.12 sales and still wish to throw a year-end party, this list of budget-friendly holiday party essentials from @lazada_sg is perfect for you (link in bio)!
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2KuuPxU,",335,0,0
2020-12-17,"Forget the stuffed turkeys this Christmas, and opt for@ilisulaiman's Roast Kicap Chicken with Asian Stuffing. With all the vegetables and carbohydrates incorporated into a single pot, this perfect Christmas centerpiece comes together easy enough (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2WnW2oA,",284,3,0
2020-12-16,"Impress your guests this Noche Buena with @antonamoncio's Bibingka. Blend the mellow sweetness of coconut with the pleasant tang of cheese and salted egg into this humble rice cake, and you’ve got the perfect treat for the holiday season (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3musXTa,",334,3,0
2020-12-16,"When you think of Christmas feasts, a few must-have dishes come to mind - but nobody said you couldn't shake up those quintessential dishes with an Asian twist! Here’s @ms.debbiewong's fusion festive menu, split by course.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3nrU4iI,",360,0,0
2020-12-15,"Delicious food delivered to your doorstep? That’s a win-win situation for this festive season. Check out these home-based businesses in Jakarta that’ll make this festive season a truly merry one (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/37hCTe8,",459,6,0
2020-12-15,"@thegracekitchen_tgk's Gluten-Free Spiced Guava Cake needs no filter to make it Instagram-worthy! Feel free to dazzle your guests with this healthy yet absolutely divine, rustic cake (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3aaXxhX,",508,6,0
2020-12-14,"If the pandemic has brought about one good thing, it's the boom in home-based businesses it brought about. This Christmas, kick back, stay home and let these local Malaysian owners fill you up with festive joy (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3r3RvWy,",468,1,0
2020-12-14,"Time to get the festive feast on with a full-course meal from @yudabustara. And the best part? You can complete this from the comfort of your own home (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2KmPjsk,",726,4,0
2020-12-13,"Chose to stay safe at home and away from the festive crowds in Singapore this Christmas? These local, home-based businesses can help you bask in the ambience without leaving your humble abode (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3qL69BD,",536,3,0
2020-12-13,"Did you know that Teochew food culture has a huge impact on Thai cuisine? Join Joanna Dong in this episode of Hole in the Wall at our link in bio as she takes you to the bustling streets of Bangkok, Thailand, to try the ever-so-popular Thai Teochew dish, Braised Duck.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3oEz5JS,",401,0,0
2020-12-12,"Want to grab some exclusive AFN merchandise? Anna Olson is back with another chance for you to put your baking knowledge to the test. Sign up at our link in bio to take the quiz, and good luck! You’ll knead it.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3n85QP3,",217,1,0
2020-12-11,"When it comes to Christmas gifts, it’s the thought that counts - and with how these 10 kitchen apparatus from Lazada help streamline some of the cooking processes, they’re pretty thoughtful themselves! It’s time to soak in the joy of gifting and gift someone (or yourself) any of these items (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3qLD8pD,",200,1,0
2020-12-11,"Mix, build, garnish - that’s all it takes to make the popular no-bake dessert that took Malaysia by storm. And @yudabustara's Strawberry Cheesekut is a refreshing recreation that’s perfect as a tasty festive treat (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3oHAlvE,",926,16,0
2020-12-10,"Stay safe at home and get your year-end festive feast on with these Halal delivery options. And here’s the best part: you don’t even have to lift a finger (except when placing the order, of course). Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/33XR8CV,",302,1,0
2020-12-10,"You can’t have a complete Christmas feast without any finger food, and @ilisulaiman  has just the thing. Give an Asian twist to the classic ceviche with salsa dip by swapping Nachos for wonton skins (link in bio).
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/2KafrGN,",251,0,0
2020-12-09,"It’s National Pastry Day! And what better way to celebrate these sweet or savoury morsels with some of Anna Olson’s pastry recipes inspired from all over South East Asia? Link in bio.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #Foodstagram https://bit.ly/3mZLeIW,",430,7,0
